attribute_Decimal,attribute_bool,attribute_Int,attribute_string,attribute_datetime,attribute_timeuuid
-260266.71,TRUE,1906513,ASD,2017-05-27T07:00:00.000Z,5b784620-42cc-11e7-b315-350af36c8505
-37246.06,TRUE,281645,ASD,2017-05-27T07:00:00.000Z,5b784620-42cc-11e7-b315-350af36c7967
-223925.67,TRUE,1641742,ASD,2017-06-01T07:00:00.000Z,498de700-42c0-11e7-924f-714626b04258
-394991.08,TRUE,2888078,ASD,2017-05-27T07:00:00.000Z,5b784620-42cc-11e7-b315-350af36c8830
-305036.66,TRUE,2232695,ASD,2017-05-27T07:00:00.000Z,5b784620-42cc-11e7-b315-350af36c8613
-374402.44,TRUE,2738075,ASD,2017-06-01T07:00:00.000Z,498de700-42c0-11e7-924f-714626b04621
-222543.89,TRUE,1631675,ASD,2017-05-27T07:00:00.000Z,5b784620-42cc-11e7-b315-350af36c8414
-432713.91,TRUE,3162916,ASD,2017-05-27T07:00:00.000Z,5b784620-42cc-11e7-b315-350af36c8921
-349944.78,FALSE,2559883,asd,2017-06-02T07:00:00.000Z,498de700-42c0-11e7-924f-714626b04562
-175701.26,TRUE,1290392,ASD,2017-05-27T07:00:00.000Z,5b784620-42cc-11e7-b315-350af36c8301
-320512.69,FALSE,2345449,asd,2017-06-02T07:00:00.000Z,498de700-42c0-11e7-924f-714626b04491
-438517.42,TRUE,3205199,ASD,2017-05-27T07:00:00.000Z,5b784620-42cc-11e7-b315-350af36c8935
-14170.19,FALSE,113521,asd,2017-06-02T07:00:00.000Z,498de700-42c0-11e7-924f-714626b03752
-116008,TRUE,855483,ASD,2017-05-27T07:00:00.000Z,5b784620-42cc-11e7-b315-350af36c8157
-442662.78,TRUE,3235401,ASD,2017-05-27T07:00:00.000Z,5b784620-42cc-11e7-b315-350af36c8945
453.11,TRUE,8678,ASD,2017-05-27T07:00:00.000Z,0cb57510-476f-11e7-b589-699d41bdd4b1
-219642.13,TRUE,1610533,ASD,2017-05-27T07:00:00.000Z,5b784620-42cc-11e7-b315-350af36c8407
-334192.39,FALSE,2445115,asd,2017-06-02T07:00:00.000Z,498de700-42c0-11e7-924f-714626b04524
-179432.09,TRUE,1317574,ASD,2017-05-27T07:00:00.000Z,5b784620-42cc-11e7-b315-350af36c8310
-401623.67,TRUE,2936401,ASD,2017-05-27T07:00:00.000Z,5b784620-42cc-11e7-b315-350af36c8846
-415441.55,TRUE,3037075,ASD,2017-06-01T07:00:00.000Z,498de700-42c0-11e7-924f-714626b04720
-76212.49,TRUE,565544,ASD,2017-05-27T07:00:00.000Z,5b784620-42cc-11e7-b315-350af36c8061
-242579.82,TRUE,1777651,ASD,2017-06-01T07:00:00.000Z,498de700-42c0-11e7-924f-714626b04303
-263168.47,TRUE,1927654,ASD,2017-05-27T07:00:00.000Z,5b784620-42cc-11e7-b315-350af36c8512
-19559.17,FALSE,152784,asd,2017-06-02T07:00:00.000Z,498de700-42c0-11e7-924f-714626b03765
-337785.04,TRUE,2471290,ASD,2017-05-27T07:00:00.000Z,5b784620-42cc-11e7-b315-350af36c8692
-185650.14,TRUE,1362877,ASD,2017-05-27T07:00:00.000Z,5b784620-42cc-11e7-b315-350af36c8325
-418205.13,TRUE,3057209,ASD,2017-05-27T07:00:00.000Z,5b784620-42cc-11e7-b315-350af36c8886
-161330.66,FALSE,1185692,asd,2017-06-02T07:00:00.000Z,498de700-42c0-11e7-924f-714626b04107
-311254.7,TRUE,2277998,ASD,2017-05-27T07:00:00.000Z,5b784620-42cc-11e7-b315-350af36c8628
-77456.1,TRUE,574605,ASD,2017-05-27T07:00:00.000Z,5b784620-42cc-11e7-b315-350af36c8064
-246172.47,TRUE,1803826,ASD,2017-05-27T07:00:00.000Z,5b784620-42cc-11e7-b315-350af36c8471
-174595.83,FALSE,1282338,asd,2017-06-02T07:00:00.000Z,498de700-42c0-11e7-924f-714626b04139
-328388.88,TRUE,2402833,ASD,2017-06-01T07:00:00.000Z,498de700-42c0-11e7-924f-714626b04510
-183577.45,TRUE,1347776,ASD,2017-05-27T07:00:00.000Z,5b784620-42cc-11e7-b315-350af36c8320
-70547.16,FALSE,524268,asd,2017-06-02T07:00:00.000Z,498de700-42c0-11e7-924f-714626b03888
-315123.71,FALSE,2306186,asd,2017-06-02T07:00:00.000Z,498de700-42c0-11e7-924f-714626b04478
-191453.65,TRUE,1405160,ASD,2017-05-27T07:00:00.000Z,5b784620-42cc-11e7-b315-350af36c8339
-379238.69,TRUE,2773310,ASD,2017-05-27T07:00:00.000Z,5b784620-42cc-11e7-b315-350af36c8792
-387667.6,FALSE,2834721,asd,2017-06-02T07:00:00.000Z,498de700-42c0-11e7-924f-714626b04653
-238296.27,TRUE,1746442,ASD,2017-05-27T07:00:00.000Z,5b784620-42cc-11e7-b315-350af36c8452
-397201.94,FALSE,2904186,asd,2017-06-02T07:00:00.000Z,498de700-42c0-11e7-924f-714626b04676
-318301.82,TRUE,2329341,ASD,2017-05-27T07:00:00.000Z,5b784620-42cc-11e7-b315-350af36c8645
-21631.85,FALSE,167885,asd,2017-06-02T07:00:00.000Z,498de700-42c0-11e7-924f-714626b03770
-50096.69,TRUE,375272,ASD,2017-05-27T07:00:00.000Z,5b784620-42cc-11e7-b315-350af36c7998
-228347.4,TRUE,1673958,ASD,2017-05-27T07:00:00.000Z,5b784620-42cc-11e7-b315-350af36c8428
-187722.82,TRUE,1377978,ASD,2017-05-27T07:00:00.000Z,5b784620-42cc-11e7-b315-350af36c8330
-50649.41,FALSE,379299,asd,2017-06-02T07:00:00.000Z,498de700-42c0-11e7-924f-714626b03840
-405769.03,TRUE,2966603,ASD,2017-05-27T07:00:00.000Z,5b784620-42cc-11e7-b315-350af36c8856
-232907.3,TRUE,1707180,ASD,2017-05-27T07:00:00.000Z,5b784620-42cc-11e7-b315-350af36c8439
-353261.07,TRUE,2584045,ASD,2017-06-01T07:00:00.000Z,498de700-42c0-11e7-924f-714626b04570
-23151.82,TRUE,178959,ASD,2017-05-27T07:00:00.000Z,5b784620-42cc-11e7-b315-350af36c7933
-340272.26,TRUE,2489412,ASD,2017-05-27T07:00:00.000Z,5b784620-42cc-11e7-b315-350af36c8698
-182333.84,TRUE,1338715,ASD,2017-05-27T07:00:00.000Z,5b784620-42cc-11e7-b315-350af36c8317
-308905.66,FALSE,2260883,asd,2017-06-02T07:00:00.000Z,498de700-42c0-11e7-924f-714626b04463
-12512.04,TRUE,101440,ASD,2017-06-01T07:00:00.000Z,498de700-42c0-11e7-924f-714626b03748
-416132.45,TRUE,3042108,ASD,2017-05-27T07:00:00.000Z,5b784620-42cc-11e7-b315-350af36c8881
-191177.29,FALSE,1403146,asd,2017-06-02T07:00:00.000Z,498de700-42c0-11e7-924f-714626b04179
-200158.91,TRUE,1468584,ASD,2017-05-27T07:00:00.000Z,5b784620-42cc-11e7-b315-350af36c8360
-49820.33,TRUE,373258,ASD,2017-06-01T07:00:00.000Z,498de700-42c0-11e7-924f-714626b03838
-366111.7,FALSE,2677671,asd,2017-06-02T07:00:00.000Z,498de700-42c0-11e7-924f-714626b04601
-97768.39,TRUE,722595,ASD,2017-05-27T07:00:00.000Z,5b784620-42cc-11e7-b315-350af36c8113
-94452.1,TRUE,698433,ASD,2017-05-27T07:00:00.000Z,5b784620-42cc-11e7-b315-350af36c8105
-342068.59,TRUE,2502499,ASD,2017-06-01T07:00:00.000Z,498de700-42c0-11e7-924f-714626b04543
-428154.01,TRUE,3129694,ASD,2017-05-27T07:00:00.000Z,5b784620-42cc-11e7-b315-350af36c8910
-133971.25,FALSE,986359,asd,2017-06-02T07:00:00.000Z,498de700-42c0-11e7-924f-714626b04041
-336126.9,TRUE,2459210,ASD,2017-05-27T07:00:00.000Z,5b784620-42cc-11e7-b315-350af36c8688
-20250.06,TRUE,157817,ASD,2017-05-27T07:00:00.000Z,5b784620-42cc-11e7-b315-350af36c7926
-203889.74,TRUE,1495766,ASD,2017-05-27T07:00:00.000Z,5b784620-42cc-11e7-b315-350af36c8369
-102466.47,FALSE,756824,asd,2017-06-02T07:00:00.000Z,498de700-42c0-11e7-924f-714626b03965
-86714.08,FALSE,642056,asd,2017-06-02T07:00:00.000Z,498de700-42c0-11e7-924f-714626b03927
-362380.88,FALSE,2650489,asd,2017-06-02T07:00:00.000Z,498de700-42c0-11e7-924f-714626b04592
-156356.22,FALSE,1149450,asd,2017-06-02T07:00:00.000Z,498de700-42c0-11e7-924f-714626b04095
-357682.8,TRUE,2616260,ASD,2017-05-27T07:00:00.000Z,5b784620-42cc-11e7-b315-350af36c8740
-376060.58,FALSE,2750156,asd,2017-06-02T07:00:00.000Z,498de700-42c0-11e7-924f-714626b04625
-217293.09,FALSE,1593419,asd,2017-06-02T07:00:00.000Z,498de700-42c0-11e7-924f-714626b04242
-459382.42,FALSE,3357216,asd,2017-06-02T07:00:00.000Z,498de700-42c0-11e7-924f-714626b04826
-232078.23,TRUE,1701139,ASD,2017-05-27T07:00:00.000Z,5b784620-42cc-11e7-b315-350af36c8437
-255430.45,FALSE,1871277,asd,2017-06-02T07:00:00.000Z,498de700-42c0-11e7-924f-714626b04334
-160501.59,TRUE,1179652,ASD,2017-06-01T07:00:00.000Z,498de700-42c0-11e7-924f-714626b04105
-337094.15,TRUE,2466257,ASD,2017-06-01T07:00:00.000Z,498de700-42c0-11e7-924f-714626b04531
-434786.59,TRUE,3178017,ASD,2017-05-27T07:00:00.000Z,5b784620-42cc-11e7-b315-350af36c8926
-128996.81,FALSE,950116,asd,2017-06-02T07:00:00.000Z,498de700-42c0-11e7-924f-714626b04029
-230558.26,FALSE,1690065,asd,2017-06-02T07:00:00.000Z,498de700-42c0-11e7-924f-714626b04274
-276571.81,FALSE,2025308,asd,2017-06-02T07:00:00.000Z,498de700-42c0-11e7-924f-714626b04385
-175010.36,FALSE,1285359,asd,2017-06-02T07:00:00.000Z,498de700-42c0-11e7-924f-714626b04140
-97077.5,TRUE,717561,ASD,2017-06-01T07:00:00.000Z,498de700-42c0-11e7-924f-714626b03952
-220885.74,TRUE,1619594,ASD,2017-05-27T07:00:00.000Z,5b784620-42cc-11e7-b315-350af36c8410
-409638.04,FALSE,2994792,asd,2017-06-02T07:00:00.000Z,498de700-42c0-11e7-924f-714626b04706
-2563.17,TRUE,28955,ASD,2017-06-01T07:00:00.000Z,498de700-42c0-11e7-924f-714626b03724
-216325.84,TRUE,1586372,ASD,2017-05-27T07:00:00.000Z,5b784620-42cc-11e7-b315-350af36c8399
-211075.04,FALSE,1548116,asd,2017-06-02T07:00:00.000Z,498de700-42c0-11e7-924f-714626b04227
-195599.01,TRUE,1435362,ASD,2017-05-27T07:00:00.000Z,5b784620-42cc-11e7-b315-350af36c8349
-428568.54,TRUE,3132714,ASD,2017-05-27T07:00:00.000Z,5b784620-42cc-11e7-b315-350af36c8911
-294673.24,TRUE,2157190,ASD,2017-05-27T07:00:00.000Z,5b784620-42cc-11e7-b315-350af36c8588
-41115.06,TRUE,309834,ASD,2017-06-01T07:00:00.000Z,498de700-42c0-11e7-924f-714626b03817
-279059.03,FALSE,2043429,asd,2017-06-02T07:00:00.000Z,498de700-42c0-11e7-924f-714626b04391
-235532.7,FALSE,1726308,asd,2017-06-02T07:00:00.000Z,498de700-42c0-11e7-924f-714626b04286
-40562.35,TRUE,305807,ASD,2017-05-27T07:00:00.000Z,5b784620-42cc-11e7-b315-350af36c7975
-112691.71,TRUE,831322,ASD,2017-05-27T07:00:00.000Z,5b784620-42cc-11e7-b315-350af36c8149
-185373.78,TRUE,1360864,ASD,2017-06-01T07:00:00.000Z,498de700-42c0-11e7-924f-714626b04165
-371362.5,TRUE,2715927,ASD,2017-05-27T07:00:00.000Z,5b784620-42cc-11e7-b315-350af36c8773
-292324.2,TRUE,2140075,ASD,2017-06-01T07:00:00.000Z,498de700-42c0-11e7-924f-714626b04423
-382969.52,TRUE,2800492,ASD,2017-05-27T07:00:00.000Z,5b784620-42cc-11e7-b315-350af36c8801
-28264.43,FALSE,216208,asd,2017-06-02T07:00:00.000Z,498de700-42c0-11e7-924f-714626b03786
-319269.08,FALSE,2336388,asd,2017-06-02T07:00:00.000Z,498de700-42c0-11e7-924f-714626b04488
-372191.57,TRUE,2721967,ASD,2017-05-27T07:00:00.000Z,5b784620-42cc-11e7-b315-350af36c8775
-236776.31,FALSE,1735368,asd,2017-06-02T07:00:00.000Z,498de700-42c0-11e7-924f-714626b04289
-212318.65,FALSE,1557177,asd,2017-06-02T07:00:00.000Z,498de700-42c0-11e7-924f-714626b04230
-282375.33,TRUE,2067590,ASD,2017-06-01T07:00:00.000Z,498de700-42c0-11e7-924f-714626b04399
-219227.59,TRUE,1607513,ASD,2017-05-27T07:00:00.000Z,5b784620-42cc-11e7-b315-350af36c8406
-56314.74,TRUE,420575,ASD,2017-05-27T07:00:00.000Z,5b784620-42cc-11e7-b315-350af36c8013
-38213.31,FALSE,288693,asd,2017-06-02T07:00:00.000Z,498de700-42c0-11e7-924f-714626b03810
-386423.99,FALSE,2825661,asd,2017-06-02T07:00:00.000Z,498de700-42c0-11e7-924f-714626b04650
-369428,TRUE,2701832,ASD,2017-06-01T07:00:00.000Z,498de700-42c0-11e7-924f-714626b04609
-403419.99,FALSE,2949489,asd,2017-06-02T07:00:00.000Z,498de700-42c0-11e7-924f-714626b04691
-98597.46,TRUE,728635,ASD,2017-05-27T07:00:00.000Z,5b784620-42cc-11e7-b315-350af36c8115
-142538.34,TRUE,1048776,ASD,2017-05-27T07:00:00.000Z,5b784620-42cc-11e7-b315-350af36c8221
-171141.36,TRUE,1257170,ASD,2017-05-27T07:00:00.000Z,5b784620-42cc-11e7-b315-350af36c8290
-267866.55,FALSE,1961883,asd,2017-06-02T07:00:00.000Z,498de700-42c0-11e7-924f-714626b04364
-413783.41,FALSE,3024994,asd,2017-06-02T07:00:00.000Z,498de700-42c0-11e7-924f-714626b04716
-156632.58,TRUE,1151463,ASD,2017-05-27T07:00:00.000Z,5b784620-42cc-11e7-b315-350af36c8255
-460626.03,TRUE,3366276,ASD,2017-05-27T07:00:00.000Z,498de700-42c0-11e7-924f-714626b04829
-367355.31,FALSE,2686731,asd,2017-06-02T07:00:00.000Z,498de700-42c0-11e7-924f-714626b04604
-351879.28,TRUE,2573977,ASD,2017-05-27T07:00:00.000Z,5b784620-42cc-11e7-b315-350af36c8726
-294258.71,TRUE,2154169,ASD,2017-05-27T07:00:00.000Z,5b784620-42cc-11e7-b315-350af36c8587
-64329.11,FALSE,478965,asd,2017-06-02T07:00:00.000Z,498de700-42c0-11e7-924f-714626b03873
-382140.45,TRUE,2794452,ASD,2017-05-27T07:00:00.000Z,5b784620-42cc-11e7-b315-350af36c8799
-22737.28,TRUE,175938,ASD,2017-05-27T07:00:00.000Z,5b784620-42cc-11e7-b315-350af36c7932
-355748.29,TRUE,2602166,ASD,2017-06-01T07:00:00.000Z,498de700-42c0-11e7-924f-714626b04576
-126371.41,TRUE,930988,ASD,2017-05-27T07:00:00.000Z,5b784620-42cc-11e7-b315-350af36c8182
-339995.9,FALSE,2487398,asd,2017-06-02T07:00:00.000Z,498de700-42c0-11e7-924f-714626b04538
-322585.37,FALSE,2360550,asd,2017-06-02T07:00:00.000Z,498de700-42c0-11e7-924f-714626b04496
-5326.74,TRUE,49090,ASD,2017-05-27T07:00:00.000Z,5b784620-42cc-11e7-b315-350af36c7890
-231663.69,TRUE,1698119,ASD,2017-05-27T07:00:00.000Z,5b784620-42cc-11e7-b315-350af36c8436
-284309.83,TRUE,2081685,ASD,2017-05-27T07:00:00.000Z,5b784620-42cc-11e7-b315-350af36c8563
-426495.86,TRUE,3117613,ASD,2017-05-27T07:00:00.000Z,5b784620-42cc-11e7-b315-350af36c8906
-127753.2,FALSE,941056,asd,2017-06-02T07:00:00.000Z,498de700-42c0-11e7-924f-714626b04026
-157185.29,FALSE,1155490,asd,2017-06-02T07:00:00.000Z,498de700-42c0-11e7-924f-714626b04097
-227241.97,FALSE,1665904,asd,2017-06-02T07:00:00.000Z,498de700-42c0-11e7-924f-714626b04266
-104953.69,FALSE,774945,asd,2017-06-02T07:00:00.000Z,498de700-42c0-11e7-924f-714626b03971
-332948.78,FALSE,2436055,asd,2017-06-02T07:00:00.000Z,498de700-42c0-11e7-924f-714626b04521
-393471.12,FALSE,2877004,asd,2017-06-02T07:00:00.000Z,498de700-42c0-11e7-924f-714626b04667
-28126.25,TRUE,215201,ASD,2017-05-27T07:00:00.000Z,5b784620-42cc-11e7-b315-350af36c7945
-410881.65,FALSE,3003852,asd,2017-06-02T07:00:00.000Z,498de700-42c0-11e7-924f-714626b04709
-70408.98,TRUE,523261,ASD,2017-05-27T07:00:00.000Z,5b784620-42cc-11e7-b315-350af36c8047
-114764.39,TRUE,846423,ASD,2017-05-27T07:00:00.000Z,5b784620-42cc-11e7-b315-350af36c8154
-122640.58,TRUE,903807,ASD,2017-05-27T07:00:00.000Z,5b784620-42cc-11e7-b315-350af36c8173
-182748.38,TRUE,1341736,ASD,2017-05-27T07:00:00.000Z,5b784620-42cc-11e7-b315-350af36c8318
-213562.26,FALSE,1566237,asd,2017-06-02T07:00:00.000Z,498de700-42c0-11e7-924f-714626b04233
-322032.65,TRUE,2356523,ASD,2017-05-27T07:00:00.000Z,5b784620-42cc-11e7-b315-350af36c8654
-342344.94,TRUE,2504513,ASD,2017-05-27T07:00:00.000Z,5b784620-42cc-11e7-b315-350af36c8703
-274913.67,TRUE,2013227,ASD,2017-06-01T07:00:00.000Z,498de700-42c0-11e7-924f-714626b04381
-285277.08,FALSE,2088732,asd,2017-06-02T07:00:00.000Z,498de700-42c0-11e7-924f-714626b04406
-322170.83,TRUE,2357530,ASD,2017-06-01T07:00:00.000Z,498de700-42c0-11e7-924f-714626b04495
-45260.43,FALSE,340036,asd,2017-06-02T07:00:00.000Z,498de700-42c0-11e7-924f-714626b03827
-385871.28,TRUE,2821634,ASD,2017-05-27T07:00:00.000Z,5b784620-42cc-11e7-b315-350af36c8808
-194355.4,TRUE,1426301,ASD,2017-05-27T07:00:00.000Z,5b784620-42cc-11e7-b315-350af36c8346
-357820.97,FALSE,2617267,asd,2017-06-02T07:00:00.000Z,498de700-42c0-11e7-924f-714626b04581
-253772.3,TRUE,1859197,ASD,2017-06-01T07:00:00.000Z,498de700-42c0-11e7-924f-714626b04330
-38904.2,TRUE,293726,ASD,2017-05-27T07:00:00.000Z,5b784620-42cc-11e7-b315-350af36c7971
-151658.14,TRUE,1115221,ASD,2017-05-27T07:00:00.000Z,5b784620-42cc-11e7-b315-350af36c8243
-245343.4,TRUE,1797786,ASD,2017-05-27T07:00:00.000Z,5b784620-42cc-11e7-b315-350af36c8469
-766.84,TRUE,15868,ASD,2017-05-27T07:00:00.000Z,5b784620-42cc-11e7-b315-350af36c7879
-282237.15,TRUE,2066584,ASD,2017-05-27T07:00:00.000Z,5b784620-42cc-11e7-b315-350af36c8558
-278644.5,TRUE,2040409,ASD,2017-06-01T07:00:00.000Z,498de700-42c0-11e7-924f-714626b04390
-31028.01,TRUE,236342,ASD,2017-05-27T07:00:00.000Z,5b784620-42cc-11e7-b315-350af36c7952
-454684.34,TRUE,3322987,ASD,2017-05-27T07:00:00.000Z,5b784620-42cc-11e7-b315-350af36c8974
-308076.59,FALSE,2254843,asd,2017-06-02T07:00:00.000Z,498de700-42c0-11e7-924f-714626b04461
-425804.96,FALSE,3112580,asd,2017-06-02T07:00:00.000Z,498de700-42c0-11e7-924f-714626b04745
-23704.53,TRUE,182986,ASD,2017-06-01T07:00:00.000Z,498de700-42c0-11e7-924f-714626b03775
-453026.2,TRUE,3310906,ASD,2017-05-27T07:00:00.000Z,5b784620-42cc-11e7-b315-350af36c8970
-1595.92,TRUE,21908,ASD,2017-05-27T07:00:00.000Z,5b784620-42cc-11e7-b315-350af36c7881
-43464.11,TRUE,326948,ASD,2017-05-27T07:00:00.000Z,5b784620-42cc-11e7-b315-350af36c7982
-143367.41,TRUE,1054817,ASD,2017-05-27T07:00:00.000Z,5b784620-42cc-11e7-b315-350af36c8223
-172108.61,FALSE,1264217,asd,2017-06-02T07:00:00.000Z,498de700-42c0-11e7-924f-714626b04133
-346213.95,FALSE,2532701,asd,2017-06-02T07:00:00.000Z,498de700-42c0-11e7-924f-714626b04553
-141847.44,TRUE,1043743,ASD,2017-06-01T07:00:00.000Z,498de700-42c0-11e7-924f-714626b04060
-462284.18,TRUE,3378357,ASD,2017-05-27T07:00:00.000Z,498de700-42c0-11e7-924f-714626b04833
-2010.45,TRUE,24928,ASD,2017-05-27T07:00:00.000Z,5b784620-42cc-11e7-b315-350af36c7882
-114073.49,FALSE,841389,asd,2017-06-02T07:00:00.000Z,498de700-42c0-11e7-924f-714626b03993
-258608.56,TRUE,1894432,ASD,2017-05-27T07:00:00.000Z,5b784620-42cc-11e7-b315-350af36c8501
-30613.47,TRUE,233322,ASD,2017-05-27T07:00:00.000Z,5b784620-42cc-11e7-b315-350af36c7951
-192282.72,TRUE,1411200,ASD,2017-05-27T07:00:00.000Z,5b784620-42cc-11e7-b315-350af36c8341
-276848.17,TRUE,2027321,ASD,2017-05-27T07:00:00.000Z,5b784620-42cc-11e7-b315-350af36c8545
-66263.61,TRUE,493059,ASD,2017-05-27T07:00:00.000Z,5b784620-42cc-11e7-b315-350af36c8037
-46780.4,TRUE,351110,ASD,2017-05-27T07:00:00.000Z,5b784620-42cc-11e7-b315-350af36c7990
-406598.11,TRUE,2972644,ASD,2017-05-27T07:00:00.000Z,5b784620-42cc-11e7-b315-350af36c8858
-145578.27,TRUE,1070924,ASD,2017-06-01T07:00:00.000Z,498de700-42c0-11e7-924f-714626b04069
-232630.94,TRUE,1705166,ASD,2017-06-01T07:00:00.000Z,498de700-42c0-11e7-924f-714626b04279
-390845.72,TRUE,2857876,ASD,2017-05-27T07:00:00.000Z,5b784620-42cc-11e7-b315-350af36c8820
-344555.8,TRUE,2520620,ASD,2017-06-01T07:00:00.000Z,498de700-42c0-11e7-924f-714626b04549
-57696.53,FALSE,430642,asd,2017-06-02T07:00:00.000Z,498de700-42c0-11e7-924f-714626b03857
-385456.74,TRUE,2818613,ASD,2017-05-27T07:00:00.000Z,5b784620-42cc-11e7-b315-350af36c8807
-4083.13,TRUE,40029,ASD,2017-05-27T07:00:00.000Z,5b784620-42cc-11e7-b315-350af36c7887
-259023.1,TRUE,1897452,ASD,2017-05-27T07:00:00.000Z,5b784620-42cc-11e7-b315-350af36c8502
-95281.17,TRUE,704473,ASD,2017-05-27T07:00:00.000Z,5b784620-42cc-11e7-b315-350af36c8107
-115317.1,FALSE,850450,asd,2017-06-02T07:00:00.000Z,498de700-42c0-11e7-924f-714626b03996
-297160.46,TRUE,2175311,ASD,2017-05-27T07:00:00.000Z,5b784620-42cc-11e7-b315-350af36c8594
-260404.89,FALSE,1907520,asd,2017-06-02T07:00:00.000Z,498de700-42c0-11e7-924f-714626b04346
-384765.85,FALSE,2813580,asd,2017-06-02T07:00:00.000Z,498de700-42c0-11e7-924f-714626b04646
-70132.62,FALSE,521248,asd,2017-06-02T07:00:00.000Z,498de700-42c0-11e7-924f-714626b03887
-172937.68,TRUE,1270258,ASD,2017-06-01T07:00:00.000Z,498de700-42c0-11e7-924f-714626b04135
-365144.45,TRUE,2670624,ASD,2017-05-27T07:00:00.000Z,5b784620-42cc-11e7-b315-350af36c8758
-351602.93,FALSE,2571964,asd,2017-06-02T07:00:00.000Z,498de700-42c0-11e7-924f-714626b04566
-40285.99,FALSE,303794,asd,2017-06-02T07:00:00.000Z,498de700-42c0-11e7-924f-714626b03815
-261233.96,TRUE,1913560,ASD,2017-06-01T07:00:00.000Z,498de700-42c0-11e7-924f-714626b04348
-355195.58,TRUE,2598139,ASD,2017-05-27T07:00:00.000Z,5b784620-42cc-11e7-b315-350af36c8734
-186202.85,FALSE,1366904,asd,2017-06-02T07:00:00.000Z,498de700-42c0-11e7-924f-714626b04167
-353537.43,TRUE,2586058,ASD,2017-05-27T07:00:00.000Z,5b784620-42cc-11e7-b315-350af36c8730
-123469.66,TRUE,909847,ASD,2017-05-27T07:00:00.000Z,5b784620-42cc-11e7-b315-350af36c8175
-289007.91,FALSE,2115914,asd,2017-06-02T07:00:00.000Z,498de700-42c0-11e7-924f-714626b04415
-274499.13,FALSE,2010207,asd,2017-06-02T07:00:00.000Z,498de700-42c0-11e7-924f-714626b04380
-322447.19,TRUE,2359543,ASD,2017-05-27T07:00:00.000Z,5b784620-42cc-11e7-b315-350af36c8655
-50511.23,TRUE,378292,ASD,2017-05-27T07:00:00.000Z,5b784620-42cc-11e7-b315-350af36c7999
-351188.39,FALSE,2568944,asd,2017-06-02T07:00:00.000Z,498de700-42c0-11e7-924f-714626b04565
-340686.8,TRUE,2492432,ASD,2017-05-27T07:00:00.000Z,5b784620-42cc-11e7-b315-350af36c8699
-454269.81,TRUE,3319967,ASD,2017-05-27T07:00:00.000Z,5b784620-42cc-11e7-b315-350af36c8973
-69579.91,TRUE,517221,ASD,2017-05-27T07:00:00.000Z,5b784620-42cc-11e7-b315-350af36c8045
-310149.27,FALSE,2269944,asd,2017-06-02T07:00:00.000Z,498de700-42c0-11e7-924f-714626b04466
-103157.37,TRUE,761857,ASD,2017-05-27T07:00:00.000Z,5b784620-42cc-11e7-b315-350af36c8126
-82154.18,TRUE,608834,ASD,2017-06-01T07:00:00.000Z,498de700-42c0-11e7-924f-714626b03916
-124298.73,TRUE,915887,ASD,2017-05-27T07:00:00.000Z,5b784620-42cc-11e7-b315-350af36c8177
-183162.92,TRUE,1344756,ASD,2017-05-27T07:00:00.000Z,5b784620-42cc-11e7-b315-350af36c8319
-421521.42,TRUE,3081371,ASD,2017-05-27T07:00:00.000Z,5b784620-42cc-11e7-b315-350af36c8894
-86990.44,TRUE,644069,ASD,2017-05-27T07:00:00.000Z,5b784620-42cc-11e7-b315-350af36c8087
-250456.01,FALSE,1835035,asd,2017-06-02T07:00:00.000Z,498de700-42c0-11e7-924f-714626b04322
-332396.07,TRUE,2432028,ASD,2017-05-27T07:00:00.000Z,5b784620-42cc-11e7-b315-350af36c8679
-132313.1,FALSE,974278,asd,2017-06-02T07:00:00.000Z,498de700-42c0-11e7-924f-714626b04037
-379653.23,TRUE,2776331,ASD,2017-05-27T07:00:00.000Z,5b784620-42cc-11e7-b315-350af36c8793
-299647.68,TRUE,2193432,ASD,2017-05-27T07:00:00.000Z,5b784620-42cc-11e7-b315-350af36c8600
-438102.88,TRUE,3202179,ASD,2017-05-27T07:00:00.000Z,5b784620-42cc-11e7-b315-350af36c8934
-139222.04,TRUE,1024615,ASD,2017-05-27T07:00:00.000Z,5b784620-42cc-11e7-b315-350af36c8213
-210936.86,TRUE,1547109,ASD,2017-05-27T07:00:00.000Z,5b784620-42cc-11e7-b315-350af36c8386
-14584.73,FALSE,116541,asd,2017-06-02T07:00:00.000Z,498de700-42c0-11e7-924f-714626b03753
-162021.55,TRUE,1190726,ASD,2017-05-27T07:00:00.000Z,5b784620-42cc-11e7-b315-350af36c8268
-233874.55,TRUE,1714227,ASD,2017-06-01T07:00:00.000Z,498de700-42c0-11e7-924f-714626b04282
-33929.77,TRUE,257484,ASD,2017-05-27T07:00:00.000Z,5b784620-42cc-11e7-b315-350af36c7959
-398031.02,TRUE,2910226,ASD,2017-06-01T07:00:00.000Z,498de700-42c0-11e7-924f-714626b04678
-438241.06,FALSE,3203186,asd,2017-06-02T07:00:00.000Z,498de700-42c0-11e7-924f-714626b04775
-15413.8,FALSE,122582,asd,2017-06-02T07:00:00.000Z,498de700-42c0-11e7-924f-714626b03755
-280579,TRUE,2054503,ASD,2017-05-27T07:00:00.000Z,5b784620-42cc-11e7-b315-350af36c8554
